Name	Ctf
MISC CUBE 20	20
Crated chandelier	20
Table, kitchen	10
Sofa table	15
Small Whicker Trunks.	3
night stand	3
DESK SMALL	10
nothing ships	1
Safe - Large	59
Pack & Play	3
Hose Caddy	6
Piano, Electronic	20
arch	10
Table -Patio	20
DOG CRATE	3
Kayak	15
Cabinet-Small	10
Saw Hotses	2
Cement Mixer	15
Steel Tubing	12
Vice	7
Slate	5
closet shelves	3
Antique - Glass Front	5
Antique Secretary Desk	15
Antique Pie Cabinet	7
Window	2
Antique Mail Cabinet	25
Outdoor - Bench	8
Decorations	2
Hose Bin	4
golf caddy	8
Typewriter	1
.BULKY - GF/GM CLOCK	0
.CUST 2 SERVICE: OTHER	0
.WINDOW TREATS - CUST 2 PREP	0
Clock - GF - Cust to Service	25
PBO - TOTE (XLARGE)	7
Toy - Workbench	7
Vase -Decorative (Large)	3
Bicycle - Trailer	5
Compressor, Air - Medium	30
Organizer - 3 Cube	3
Scooter - Razor	2
Yard Tool - Broom	1
Yard Tool - Edger	1
Yard Tool - Garden Hoe	1
Yard Tool - Leaf Blower	2
Yard Tool - Rake	1
Yard Tool - Shovel	1
Sofa - Sectional (2 Piece)	35
All Remaining Boxables Stay	0
All Remaining Furniture Stays	0
All Remaining HHG Stays	0
Misc HHG - Yard Item	8
Patio -  Table (Large)	10
Picnic Table - Child	2
Sandbox / Child Pool	3
Bench, large	20
DART BOARDS	2
MATTS RUBBER	2
tree	5
deck box	15
wind vane	2
Motorcycle Lift	50
Bow and Arrow	2
Plastic Play House	10
saddle	7
Wagon - Kids	4
Saw - Chop	10
Shelving - Plastic	5
Rack - Wooden	3
Bench - Small Wood	6
Fishing Gear	3
Cabinet - Glass Front	10
nothing goes roommates room	0
Tools - misc large	9
Desk - small	7
Chairs Dining	5
Tent - Camping	5
Bed- Crib	10
Chair - Chaise Lounge	17
Table - Night Stand	10
Child's Playhouse	15
Table - Patio/Picnic	20
Can	2
Wicker Chest	4
Outdoor Decoration	3
Table - Outdoor Large	15
Tool Board	15
futon, full	35
Tchotchkes - Knick Nacks	0
AMPLIFiER	5
ROCKER	5
TOOL-misc	10
2Weel	3
PIANO,BABY GRAND	70
Coca Cola Refrigerator	45
Table utility	5
Lawn Mower Impliment	15
Wardrobes	10
cabinet sm	10
Med.Box	4
Adirondack chairs	10
Mop/broom	1
canoe under 14 ft	100
CHAIR	1
Misc. Cube	25
toy	1
Croquet Set	4
Bug Zapper	4
Hoosier	24
BED YOUTH	10
PLAY PEN	6
SKATE BOARDS	1
Pinball Machine	37
Chair Wicker	4
Keyboard & Stand	7
Garden Hose Sm	3
Tote  - Plastic Packed Sm	2
Dresser - Hutch	10
Pad	6
Air mattress	3
Seat	2
CREDENZA	27
Plastic tubs	3
BBQ Grill	15
Buffet top	25
Cabinet Medium	10
Cabinet-Hoosier	20
Chair - Bean Bag	2
Desk-school	10
table leaf	2
chair plastic	1
armoir large	40
Childs Small	2
Plastic toy	1
Victrola	17
Power washer	7
File Cabinet	10
T.V Trays	3
Planters	3
carpet cleaner	5
gazebo	15
lawn implement	10
tool small	5
yard art large	5
Yard art small	1
Panels	6
Small chest	12
Dog Carriers	6
Shreader	3
ART EASLE	1
Mirror Carton PBO	5
PBO DISHPACK	10
CERAMIC BENCH	20
eisle	5
wicker patio furniture	20
Microwave Cart	12
Tray	3
rug 6x9	8
backpack	4
book carton that doesn't go	7
car top	12
snowshoes	3
bar stools	2
case of wine-12 pack	7
Diaper Pail	3
Fence Section	5
Porch Swing	25
Hand truck	6
TRAVEL CAMPER TRAILER	87
HORSE TRAILER	100
chaise lounges	30
Fishing	3
CAR TOP CARRIER	9
SMOKER	7
Twin Mattress	10
Monitors	4
instrument,small	6
vase. floor large	3
Shelves - plastic	8
Wine cooler	15
School Desk	5
COMPUTER	5
CASE	3
DESK, SMALL	8
MOTOR CYCLE	87
CHAIR MATT	4
Auto - Battery Charger	5
Auto - Floor Jack	10
Saw Horses (Plastic)	3
Table - Folding (Small)	4
TV - Trays (Set)	3
Cabinet - Wood (Large)	15
Easel - Wood	2
Shelves - Wood (Wall)	2
Chaise Lounge - Patio (Metal)	10
Table - Patio (Metal - Small)	2
Partition	9
Edger - Lawn	3
curtain rod	2
Shelf, Small	5
Dryer w/ Pedistol	40
Washing Machine w/ Pedistol	35
AA Access	0
AA Load From street	0
AA Tv Unmount	0
AA 2 Story House	0
AA 2nd comment	0
WEED EATER	5
island	18
Mattress, Queen	25
Mattress, Twin	10
Riding, Mower	70
CORNHOLE	4
luggage	5
Bureau	15
Mattress/Boxspring	18
Dresser  -Mirror	10
Table - Side	10
Tote, Small	2
Curio	20
Office - Chair	10
Freezer - Not Going	0
Cabinet - Corner	20
fire pit	5
CD rack	2
Saw Horse - Plastic	1
OFFICE CHAIR	4
Trypod	5
water system	15
Step/Stool	3
CORK BOARD	2
AQUARIUM	7
glider	12
planter	6
tool	3
work bench	10
Table - Wood	3
Stair Carry	0
skis and poles	2
Back Pack/Frame	2
basketball hoop	15
Golf cart	60
Divider Screen	4
hand Tools	3
chairs - folding	5
Chalk Board	6
Compressor, Air - Large	20
Saw, Other	2
GF Clock - 3rd Party	25
Chest - Jewelry/Lingerie	10
Bench - Cement	10
Bird Bath - Cement	15
Clay Pot	5
cargo carrier	15
clothes drying rack	1
safe, small	4
Tools-Yard	10
Ornament	3
Bistro Set	15
Ladder -- Folding	4
Foosball Table Game	37
Desk Part	12
play set	100
toy box	9
Power Tool - Hand Small	1
Rack LG	10
Sofa Chaise	27
Floor Jack Lg	9
Floor matt	1
Washer - Top Load	25
Adirondack Chair	10
Treadmill Folding	15
Folding Stool	1
Toolchest Small	2
.BULKY - OTHER	0
.YOUNG CHILDREN	0
Bench - Wrought Iron	10
Cartop Carrier	10
Chair - Overstuffed Leather	25
chair folding	1
Small Amp	7
Carpet cleaner	3
Computer & display	10
Bicycle Kids	2
Brooms & Mops	1
School Chair	5
Desk Small	10
cork board	5
Hand Tools	2
Hutch Small	20
Patio Blind	5
Table - Outdoor Small	3
Jogger	5
Bed, Queen	60
..VERY IMPORTANT NOTE	0
Mirror. large	5
dolly	6
Chair-Patio	5
Chair plastic	1
drying rack	5
Bar Stool - Large	5
Desk - computer	7
PBO 3.1	3
Hula Hoop	2
Wakeboard	4
power washer	11
patio set	25
Gorilla Rack	17
Chair. Metal	3
Bed Metal Frame	5
chair, plastic stacking	3
Cabinet - Curio/Utility	10
Miscellaneous, 5 Cube	5
Bookcase, Tall	10
Trash Can, Kitchen	5
Table - Coffee Small	5
Vacuum Cleaner/Rug Cleaner	5
Bookcase, Short	5
shelves	3
Cubby	18
Wake Board	5
.ORIGIN - CARRY	0
Long Guns	3
Cat toy	7
bed frame headboard only	10
box	1
yard Art	20
Sofa - Wicker - 3 Cushion	12
Shoe racks	2
Target	4
Backpack	4
Filing Cabinet - 3 Drawer	20
Four Wheel Dolly	5
Farm Implements	75
Tool Cabinet	40
Fireplace Mantle	22
Bike high value	6
fence	12
Chair - Rocking	5
Photos Available	0
Sofa - Ottoman	6
stereo components	3
Shoe Stand	2
Desk -Table	15
TV-PLASMA	15
PC--Personal Computer / CPU	6
cart-small	5
Cabinet - Kitchen LG	30
Refrigerator - Dorm	10
Cart --Rolling	4
X-Mas Tree - Small	5
Trellis	4
Bin, large	10
Hi-boy dresser	20
.Only Inventoried Items Go	0
wood stock	8
Barbell	6
Pool Cues	4
Wine Cabinet	25
flower pot	4
shovel	1
Guitars	2
Cube Med	3
Heater - Small	3
rollaway	100
.COLLECTIBLES / MEMORABILIA	0
Buffet-Base	30
Planter Small	2
No Boxes Moving	0
Nothing Moving	0
Nothing is Moving	0
Tote - Plastic Small	3
Yard Art	8
Boxspring	20
Paddleboard	10
Watercooler	0
Pie Safe	25
CHAIR-OFFICE	2
CHAIR-RECLINER	27
PBO 4.5 ctn	4
Rack-shoe	2
bike racks	5
PBO - TOTE (XL)	8
Mats/Runners	2
Metal Racks	15
PBO Mirror ctn	5
Cubes	5
fishing equipment	10
MAC PBO	6
Booster Seat	1
scanner	2
DOG BED	5
GARDEN HOSE	5
Rack - Cup	2
PLASTIC DRESSER...  LIGHT	5
TV - Flat 50 to 60	20
Duffell Bag	6
Desk - Hutch Top	6
Music Rack	5
Misc. Item 10	10
Misc. Item 5	5
Dog Fence	10
SHAMPOOER	5
Bakers Rack	40
MISC. BAG	4
Portal Table	15
LCD-TV	10
Cement Alligator	20
Electric Fireplace	10
beanbag chair	3
Movie Screen	5
Projector Screen	10
Playground	80
stereo rack	15
Misc furniture	20
Plainer	70
Steel Wheel	15
Horse Shoes	10
Steel Table	50
LARGE TRAILER. PRESSURE WASHER	300
CAGES	5
Bike Trainer	5
WHEELCHAIR	20
Keyboard-Seat	3
Grill - Large	20
Bar-Portable	30
SCALE	5
MOTORCYCLE TRAILER	100
RAMP	3
Deer	10
DRUM SET	10
Cement Boot	10
Toaster	5
Bed Rail	4
Halltree	10
air comprs.	30
GO CARTS	12
PBO Mirror Carton	3
SHOES	1
BOAT LT 14'	0
Table-Drafting	15
Table-Marble	50
Tennis Machine	10
Water Softner	20
Chair-Massage	30
Carousel Horse Stand	10
Winch	10
Gun Locker	15
Press	10
Dog Ramp	15
Baggage	4
Desk school	10
Foldin chair in bag	3
Milk crate	2
Light rack	5
Hair Dryer	5
Cabinet-Whicker	10
Patio Bench	10
PopCorn Machine	15
Corn Hole Game	5
amoire	20
cabinet - China (1 piece)	30
large wood framed mirror	20
green egg grill	15
wicker furniture	8
Bean bag chair	5
TV Tray - (4)	5
Totes - Under Bed	5
storage unit	60
Teeter Board	10
Skis in bag	7
Credenzas- Small	12
Water Hose	4
potters heel	12
Wooden Playset	40
Lawn Sweeper	4
Leaf Sweeper	5
Trailer (Garden)	15
Hammock & Frame	7
Weed-Eater-Edger	3
butcher block table	30
form	10
Carpet	5
Fishing pole	1
yard tools	1
boxing bag	20
work horses	4
4 wheeler	50
speakers - large	15
chair -office	7
Freezer Small	10
Grill Small	4
Miscelaneous Weight	15
outdoor swings	7
picnic bench	3
Coo Coo Clock	10
Gong	10
Vibes	20
trestle	2
Quilt rack	4
Tools, Garden	2
Shed	10
.GARAGE NONE	0
Scale - Small	2
Vase - LG	12
Sofa/Loveseat - Recliner	40
hi back benches	10
large server	15
Side table cube shape	10
bed, rails	2
mirror standing	10
library table	20
.BULKY - PIANO (GRAND)	0
Artificial Tree	10
Bed (Bunk )	30
Clock-Grandfather-Fake	10
CONCRETE BENCH	30
squash board	3
doll cradle	3
wedding dress, boxed	2
weight stand	25
hose reel cart/table	7
soccer/lacrosse goals	2
weed wackers	5
Garden hose	3
rug cleaner	5
outdoor metal chaise lounge	5
Table- Outdoor	40
Speed Bag	5
Kat	5
Slot Machines	20
surfboard	6
SoftBox	10
Stroller- Jogger	10
Flower Box	16
Wine Already boxed	1
Washing Machine-Portable	20
liquor cabinet	7
subwoofer	13
Christmas items	20
pressure washer	5
Rug 9X7	15
Pot - Metal	5
MEDICAL EQUIPMENT	3
ANTIQUE FARM DECOR	30
Storage rubbermaid	7
Cart custom	4
GO CART	10
Baby Stroller	5
Guitar without case	2
Computer Keyboard	2
Milk jug	7
TEA CART	5
TOTES PLASTIC	5
ROCK	7
STONE POTS	5
Barbell Rack	15
Piano-Electric	20
vaccum	5
Close rack	1
back pack	3
Antique Murphy Bed	40
Bath Tub	50
Air Comp. Small	7
Surfboards	8
Workbench, small	15
Desk return	10
Swing set	20
Kennel, Small	2
Rack, Clothes	1
Cat Scratcher	5
Coat Rack, Small	3
Stuffed, Animal	4
Bed, Metal Frame	5
Wooden Box	8
Desk, Computer	18
Soccer goal	2
Crate Pic-Mirror-Glass	15
pump	5
Chair - Aluminium	5
Chimenia	5
Egg Green	10
Hoses	3
End table	5
ladder	3
Dog kennel	8
WOOD	5
Four Wheeler	70
Cabinet, Large	35
Table, small	3
Motorized Mobility Scooter	40
Table - Bistro	15
Elevator	0
Elevator Reservations Required	0
LCD-TV 30 inch	10
Chair , Plastic	2
Misc Boxe	4
Wardrobe Box	10
Stained Glass	5
Tire & Rim	5
SNOW SHOES	1
TREE	20
TILLER	9
HIDEABED 2 CUSHION	30
BIRD BATH	9
drum kit	20
deco	12
Cornhole Board	4
Wood Table	30
Cat House	5
Cabinet Bath	5
Easle Lg	6
cabinet-large	30
headboard queen	5
Car motor	35
Engine stand with pulley	28
Vespa Scooter	30
Concrete Statue	5
Floor jack	15
Chest Wicker	4
bowflex	10
Refridge Wine Sm	8
Sportsbag	3
Rack Pot	3
Rack Cup	2
Dehumidifier, Sm	3
Chair High	5
Bench Yard	10
Play House Plastic	10
Dresser, Vanity	9
Wood shelf	3
Art Eisel	1
Yard decs	10
Wicker basket	1
Chair-patio	3
Storage bin	5
Desk--Dbl Pedestal	50
Air hockey table	20
Projector screen	10
motorcycle frame	20
windsurfer 12	10
car seat child	5
flat file cabinet	30
lath	30
pallets	8
lift	15
Piano - Baby Grand / Upright	70
Train table	20
kayak 7'	5
rifles	5
workbench small	5
high chair	5
Notes	0
alum chairs	1
motor cycle parts	20
small kennel cage	5
pboa 4.5	4
Wood Hobby	4
bumper	10
rototiler	20
Weight Scale	2
Wicker Items	5
Pet - Item	2
Rack - Drying	2
Washer/Dryer Stack	35
Clock-Standing	10
Speaker Stand	5
Engine lift	20
Engine Lift	40
Reebar	2
dumbell rack	10
xmas tree	10
coat tree	10
Cat Crate	3
Outdoor - Swing Set - Wood	30
car parts	30
bow	5
gas cans	1
Laydown Wardrobe	10
crates	2
ski's	1
wine refrig.	10
DUFFLE BAGS	5
Ship Captains Clock	15
.FURNITURE - WICKER	0
chair - folding	2
garden tools	7
shelves - small	5
tools - equipment	5
cabinet - wood	18
jeep top	20
air compressor	12
self storage unit	150
painting	8
Blanket rack	1
Plastic Rolling Carts	5
screen divider - three panel	3
headboard single bed	10
TV - 52" LCD/LED	22
bike	5
frame	15
stereo component	5
desk section	15
hb/fb/frame	20
locker	20
Brooms, etc.	2
Auto Jack	10
DOLL HOUSE	6
Equipment	50
lumber	2
four Wheeler	100
Boat Motor	10
Misc.15	15
Picture - Small	0
Misc.3	3
Mini Frig	10
Beach chair	1
Ladder - Magic	6
Video	2
Rock collection	1
child's stroller	10
cooler small	2
.BULKY - MOWER (RIDER)	0
Golf Cart - Pull	4
Table - Corner	5
Fabric	5
Wine Barrel	10
Dryer - Gas	25
Platform	4
Pet Perch	3
Range - Electric	20
Beanbag	8
Boogie bd	2
Yard blower	3
Cooler - Large	5
SAILBOAT 14' & OVER	0
Table, Card	3
Rifles	2
Cabinet Utility	10
Rifle	2
Safe Gun	60
Sofa Wicker	10
Lawn Mower Attachment	12
Ornament Lg	5
Saw Horse(2)	2
Yard Statue Sm	3
Table base	15
Christmas Tree in Box	10
Gun cabinet	12
sofa section	40
desk top	10
Shepard's Hook	2
cotts	5
pots& burner	5
stations from salon	8
 cabinet	15
Wine Pack	5
Cat house	5
sports eq	4
basketball hoop and stand	50
Rain Barrel	4
Aquarium - 50 gallon	9
Sm Chest	3
Basketball gaol	15
train table	10
wall shelf	5
Desk-computer	20
chest  of drawers	30
COT	8
Ciminey	10
storage box	40
heavy bag	8
folding trays	1
Pet Tree	8
PacknPlay	5
wooden play gym	100
Drill	5
mini bike	20
gas grill	7
Fireplace Electric	12
Yard Tool bundle	3
Patio umbrella/ stand	7
Children's Equipment	5
Christmas Items	25
Large Wood Framed Mirror	10
Storage Cubes	10
BBQ Smoker Type	10
Green Egg BBQ	25
Large wood  Fort and Swingset	100
Patio Chair Lounger Style	5
Patio Sofa	10
Patio Storage Bin	10
Patio Table Small	5
Bundle Yard Tools	10
Plastic Ice Chest	5
Shop Vacuum	5
Storage Shelf	20
String Trimmer	5
Diaper Jennie	5
Yard Items	5
AA - Additional Information	0
AA - House Information	0
NOTHING ELSE GOING	0
sterilgard	100
Cart - Tea	5
Copier (NO TONER)	5
Metal Drawer Unit	8
Cabinet, China Top	30
Bookcase, Small	10
Train Table	15
Metal Tubs	1
Wood boards	10
Chair,Metal	3
Guitar / no case	2
Cubic Calculation	630
Artwork	12
Christmas	8
Dryer Gas	25
Gliding Bench	5
Shepard's Staff bird feeder	3
scooter-child's	1
RADIO	10
Childs electric car	9
Chair, plastic	3
Table, large	25
Counter island	20
Dryer - Cust to Service (F.L.)	25
bathroom mirror	2
basket ball goal	10
cube  drawers	2
MANIKIN	3
DOG HOUSE	8
W/D Base	6
mini fridge	5
PC Monitor	3
PC Tower- Large	6
Cargo Mate	10
Carton - Mirror/Picture PBO	5
Decor - Yard	3
Lawn - Weed Eater	5
Wood - Loose Bundle	20
Refrigerator - with Ice Maker	60
Ficus Tree	5
Kennel Small	5
Shelf - Shoe Rack	2
File Cabinet - Lateral	20
Mattress Twin	10
Soccer Goal	10
TV Trey Set	5
Dumbbells	50
Mics.	5
Small Stand	3
TV Tables and Stand	5
Utility Table	5
Computer Desk	7
Handicapp Walker	1
Side Table	10
DVD Stand	1
Jewelry Cabinet	10
Garden Decor	1
Wrought Iron Chairs	10
Full Length Mirror	5
Printer Stand	7
Wicker Drawers	4
Drawers	1
Car Cover	3
Scaffolding	10
Flower Pots	5
Tarp	3
Small 4 Wheeler	15
swing bench	15
HB / FT BD	7
Large Yard Art/ Pumpkins	3
Pail	3
China Cabinet Bookcase	30
Animal House	7
Basket Ball Goal	20
Corn hole	6
Lawn Chair	3
Car seat	3
outdoor swing	25
Bench Seats	10
Desk-Rolltop	50
movie screen	15
Water Bed	30
boat	7
Stadium seats	15
File box	6
Buffet Table	20
Cat condo	10
Spinning Wheel	5
TUB	1
CHINA CAB TOP	10
tree 7 ft	10
PBO -- large	5
Rollaway Tool Chest	60
jax	5
Dresser Vanity	20
Table - Massage	3
Drum - 55 Gallon	3
Breakfast Table Leaf	2
Vacuum- Shop	2
Garden Tool Rack	5
Bicycle Trailer	5
Bed, Platform	15
Mini Storage	600
Secretary	40
Computer printer stand	5
Swing - Porch	10
Christmas Decorations	10
Ladder - 12 Step	7
Standing mirror	2
Plastic drawers.	3
pl. car ramps	5
Fabric rolls	10
Motorcycle cover	10
Mat--floor	5
Dress form	5
Work bench	7
PLAY STRUCTURE	100
Basketball Hoops	8
Playhouse - wood	0
Child Wooden Furn Misc	5
Audio Visual Equipment on Rack	6
CPU units	6
Storage Unit	150
Table - Legs	10
Exercise - Pull up Bar	20
Work Bench	20
Credenza - 3 Drawer	15
Stereo Speaker	5
Chiminea - Metal	10
car	40
Rug Cleaning Machine	5
swing set	25
zBox - 1.5 - NOT GOING	1
Cat Scratching Post	3
Curtain	0
Curtain Rod	0
CARD TABLE 15	2
DRYER 140	20
IRONING BOARD 7	1
STROLLER 15	2
WASHER 200	28
DRESSER 130	18
DRESSER 166	23
ROCKING CHAIR 50	7
BAKER RACK 50	7
CHEST 105	15
DESK 25	3
CHAIR 50	7
DESK 50	7
DINING ROOM TABLE 150	21
BICYCLE 39	5
BLOWER 15	2
SHELVE 50	7
SHOP VAC 40	5
CHAIR 20	2
MICROWAVE 30	4
CHAIR 60	8
CONSOLE 130	18
END TABLE 20	2
END TABLE 40	5
Flat Screen 70	10
FLOOR LAMP 30	4
SOFA SECTIONAL 3PC 360	51
TV TRAY	4
CHEST CEDAR 50	7
CHEST 150	21
CHEST 90	12
DRESSER 100	14
NIGHT TABLE 35	5
BOOKCASE 125	17
BOOKCASE 30	4
DESK 150	21
DESK 80	11
OFFICE CHAIR 60	8
PATIO CHAIR 10	1
TREADMILL 156	22
EDGER 14	2
LAWN MOWER 105	15
Table-folding	2
Drill press	15
trimmer blower	5
Saw Horse- plastic	3
Bagged tree	6
Lounge - Patio	5
.All Major Appliances Stay	0
.Delivery - Apartment	0
.Origin is Ranch with Basement	0
concrete bench	30
Barricade	10
Road signs	2
bird exercise tree	4
car jacks /ramps	2
dog dishes	2
Bedding Bag	2
Power Tool - Benchtop	7
Camping Equip	5
5 gallon drums	5
Watch box / HV item	2
Mops Brooms Cleaning Tools	3
Planter - Empty	10
Rug - 6 x 9	10
Table - Sofa / Console	10
Survey Notes	0
TRACTOR/RIDING MOWER	70
bed top	5
sled	3
table - sofa	10
Bing Bag chair	5
inversion table	20
quad	35
PBO CTN	4
Stacked HHG	100
lateral paper files	20
patio table heavy	50
metal cabinet	30
tool board	2
tool rack	5
canoe	7
Small Chest	10
Ski Poles	1
radio	2
larger safe	45
panels	5
baskets	1
metal cabinets (locker)1	10
antique watch Bench	25
barn boards	2
clamps	10
pipes	1
railing	5
2 wheel chaise	30
blackboard	12
Grandfather	20
Lecturn	5
File Cabinet - 5 Drawer	25
PBO 1.5 ctn	1
ROW BOAT 14' & OVER	0
Mirror - encased	10
Wine frudge	5
Go cart	15
sports equipment	5
dry sink	20
bassinet the	10
PAINTING	3
STOOL	5
cat pole	3
outdoor tools	10
outdoor chairs	5
yarn holders	10
balance beam	5
balaphan	10
Chair- Rattan	5
deer target	8
Wine machine	25
MISC CUBE 25	25
Compost Ben	10
Plastic Ben	5
Bed Fold Away (single)	20
Christmas tree artificial	15
Tool cart	10
TOTES GARAGE	2
outside shredder	30
paddle boards	10
SLED ANTIQUE	4
massage chair	20
chipper	10
60" LED TV	15
Cat tower	7
Bike stand	7
Filebox	7
corn hole board	5
vacuum system	30
vanity bench	5
RANGE	25
Bed - Boxspring	15
Twin mattress	10
candy machine	10
Bed Frame Only	5
Metal Storage Rack	10
China Cabinet or Buffet	25
Porch Bench	5
Factory Carton	5
File Cartons Packed by shipper	5
Shop Lights	5
TV Trays and Stand	3
Wood Burning Stove	10
Blanket Stand	5
Plastic Storage Shelf	5
Nothing To Transport	0
Plant Container	2
Plastic Stacking Chairs	2
TRUNDLE BED	5
ANTIQUE STOVE	72
slot machine	20
terminator	25
Blonde Side Cabinet	10
curtain rods	5
Dog Kennel Sm	4
Lawn Weed Trimmer	7
Skis (sets)	2
50 CC SCOOTER	29
silk plant	3
bicycle wheels	2
computer moniters	5
printers chest	10
display cabinets	10
chop saw	25
fencing	10
Wind Mill	12
GLASS TABLE	3
WEIGHT BENCH	7
WEIGHT RACK	15
backpacks	1
bandsaw	25
lathe	45
sander	30
Antique Cabinet	30
trac chair	30
bench for storage	20
food storage	5
map	2
Desk - Credenza	20
jointer	50
planer	30
Plastin Bin - Small	1
Fooseball Table	25
Rack - Bath	3
Side Board	25
Mops	1
Mirror - Large	10
Chest - Wicker	5
Outdoor - Deck Shed	15
Outdoor - Ornaments	10
Outdoor - Ottoman	3
Outdoor Chaise	8
Outdoor Patio Heater	10
Cabinet - bathroom	3
Child's Gate	2
Dog Corral	2
Shovel	1
Snow Skis	5
Hose - pressure	10
Table - patio	8
Drawers, plastic	3
buggy	1
Barbell weights - 100 lbs	15
Wine  - # of Bottles	0
Welcome Mat	1
Planter - Large	5
BIN-MEDIUM	12
BIN-SMALL	8
SKI'S	3
STEAMER	3
PILLAR	4
SHOE SHELF	8
Fountain, Sections	10
Buckets, Food	25
Lateral File Cabinet	30
.Delivery Is a Home	0
.Flooring - Hard Woods	0
.Owner 2 Unhook Dryer	0
.Owner 2 Unhook Washer	0
Plant Stand Lg	5
Vase, Lg	5
Chin Up Bar	1
Elipticle Trainer	35
Clock Wall	5
Stereo PBO	2
Stereo Speaker Sm	5
Misc Furniture	10
Tool Chest Machanic	70
Cabinet Jewelry	10
Ceiling Fan	4
Desk, Exec	50
Rack Clothes	4
Tote Plastic Sm	2
Vacuum Bag Of Clothes	5
PBOs / Furniture stacked	180
File Boxes	3
Garbage Cans	2
METAL SCREEN	5
jeep hard top	25
AA crates see survey for dims	0
AA icemaker	0
AA Front Load washer	0
AA Front Load Dryer	0
Small Cabinet	5
Dryer Front Load	24
FIREPLACE PORTABLE	25
Dresser Chest	30
Chandelier - Large	15
Sofa - Rattan / Wicker	20
Dryer - 3rd Party (Gas)	25
Mirror large	10
Computer monitor	3
Trelis	3
Wine Packs	7
Corvette Engine on Stand	100
Corvette Metal Frame	400
wicker foot locker	6
statue, as-is	10
plastic shelve	10
easle	5
Wood Stove	30
Outdoor chair	5
Plastic chair	3
wine chiller	5
Foozeball table	15
Trays	5
Tri-Pod	7
Shelves-Cubes	5
Fire Arms	1
speakers	3
Bicycle rack	4
Wood box	3
Clock, wall	2
universal gym	100
roto tiller	10
Kennel - Large	4
Dog - Bed	2
White Boards	2
Heat Stream	10
Travertine	40
Steamer garment	4
Sauna DBO	50
Thule roof box	10
Broom / Mop	1
Mini Fridge	5
Stoller	5
Car Tote	10
Ctn - 4.5	4
CPU	5
Cabinet 2 Door	15
RIFLE/SHOT GUN	1
SHEDDER	2
Air hockey	30
Fire Box	5
Travel Case	5
Tressel	15
Sign	12
SPA: 65' & OVER	75
Roto	12
Stone Bird Bath	30
Aquariam	10
water softener	15
DESK ROLL TOP	15
ELECTRIC PIANO	10
FIRE PLACE FAKE	20
Hitch	85
Air Matress	4
Filing Cabinet - 3-Door	15
Vice - Large	20
desk computer	10
Chair Patio Metal	6
X NOTES	0
Water Feature	10
keyboard	20
Bath rack	6
Cheese making equip	5
Horsey	3
Shopsmith	45
stereo equipment	15
motorcycle large	100
baby gate	5
Art decor	5
Rubbermaid	5
Twin Mattreess	10
BAGS	3
BAND SAW	20
BAR	40
Pots	1
CABINETE	20
CHAIR, DESK	8
CUBBY	15
HORSE	3
JACK STND	2
POLES	3
TOOLS	8
WORKMATE	6
WINE CHILLER	12
RIFLE	3
COOKER	8
Waterfall	20
frames	3
Candlesticks	10
Cartop	15
CHARGER	6
Dresser - Long	23
hunting gear	4
tree artificial	8
Exercise Matt	2
Cabinet small wood	10
heater	5
dresser	30
tree stand	10
Commercial Bin	20
Bench, Vanity	2
Edger, Lawn	5
Garden Tools, Each	2
Ladder, 3 Step	2
Shop Vac.	3
Tool Cases	3
Tote, Medium	8
Cabinet, Supply	30
Misc Item, Large (Description)	15
Bed, Frame Only, Metal	5
Chair Lounge Outdoor	10
Misc Garage Items	300
Clamp	2
Sporting good	18
AA Coment	0
TRAMPOLINE-small	3
TOY CHEST	5
HOCKEY NET	2
foot board	10
tea cart	5
mirror  - standing	12
Armorie	25
Mirror - attached to dresser	8
fireplace, electric	25
shelf with baskets	5
DVD rack	1
desk, table	8
screen divider/trifold	5
tanning bed	60
Table, Leaf	5
Table, Wicker	3
Motorcycle Parts	10
Power wheel	10
wine crates empty	2
WOODEN BOX	20
WASHING MACHINE-FL	35
TABLE-CRAFT	12
Car Jacks	10
Drill/Press	22
Motor Scooter	35
Sander	15
Saw/Band	18
Saw/Table	20
Baby Carriage	4
Saw/Chop	10
Bicycle- Rack	10
Music-Mic Stand	3
Chello	5
Drum Carder	5
All Else Stays	0
Shoe. Rack	5
Train Board	15
Chest Of Drawers	15
Mirror-Dresser	10
Rack, Wall	3
.DRIVER - CURVED DRIVEWAY	0
.DRIVER - INCLINED DRIVEWAY	0
.ORIGIN - DRIVEWAY INCLINED	0
.ORIGIN CARRY > 200'	0
fertilizer spreader	4
Disc Catcher	8
Foosball Game	28
Hockey Net	5
Shopvac	4
Turkey Fryer	3
Bagger Assembly	10
Misc Wood	14
Shepard Hooks	1
Stepping Stones	4
Exercise Equipment - Large	50
Tiki torches	1
Saw - Power	2
Tv Tray	5
BAG / BACK PACK	3
SHOP VAC	3
SNOWBOARD / SKIS	2
Laubdry basket	3
garden sticks	3
Metal Cabnet	30
Roll Away Tool Box	100
Credenza - 4 Drawer	40
Plants - Real	5
Computer Equipment	2
Pet Carriers	5
Cat Box	2
Foot Locker	10
Power Wash	5
Chase Lounge	10
Burlee for towing bikes	5
Ctn Wardrobes	10
Ctn 3.0	3
Video Game	20
Cabinet - Display	20
drill	20
Plane Models	4
range	300
Vacuum/Shampooer	6
Garden Tool	2
Vacuum, shopvac	4
Washing machine, front load	25
Safe, small floor model	10
Rug, large	15
portfolio cases	1
